FLE-4;https://catalog.block-trafo.de/prodvardatasheet/393253-459004_EN;53;44;22.6;47.5;37.5;35;9;4.5;0;35;25;5;0.8;0;0;2.5
FLE-6;https://catalog.block-trafo.de/prodvardatasheet/393253-459012_EN;53;44;28.6;47.5;37.5;35;9;4.5;0;35;25;5;0.8;0;0;2.5
FLE-12;https://catalog.block-trafo.de/prodvardatasheet/393253-459019_EN;68;57;27.6;62.5;50;45;11.5;5.5;0;46;26;10;0.8;0;0;2.5
FLE-18;https://catalog.block-trafo.de/prodvardatasheet/393253-459026_EN;68;57;31.4;62.5;50;45;11.5;5.5;0;46;26;10;0.8;0;0;2.5
FLE-24;https://catalog.block-trafo.de/prodvardatasheet/393253-459033_EN;68;57;35.8;62.5;50;45;11.5;5.5;0;46;26;10;0.8;0;0;2.5
FLE-35;https://catalog.block-trafo.de/prodvardatasheet/393253-459040_EN;83.5;70;39;75;60;53.5;15;6.5;0;57;37;10;0;0.5;1;3
